조사연도,시도,지역,기관명,기관유형대분류,기관유형소분류,우편번호,기관주소1,기관주소2,기관대표 전화번호
2023,경기,안산시  ,케이힐링 평생교육원,언론기관부설,,153-61,경기도 안산시 상록구 중보로 55,,
2023,경기,안산시  ,대한건설기계교육원,시민사회단체부설,,154-95,경기도 안산시 단원구 번영로 115,시화공단 4라 067,031-497-9112
2023,경기,안산시  ,참사랑어머니회교육원,언론기관부설,,154-14,경기도 안산시 단원구 고잔2길 9,202호,031-408-0808
2023,경기,안산시  ,진이어스 비즈니스 플랫폼 평생교육원,지식·인력개발형태,,153-59,경기도 안산시 상록구 광덕4로 362,2층201호,031-439-1919
2023,경기,안산시  ,컬컴안산 평생교육원,언론기관부설,,154-45,경기도 안산시 단원구 예술대학로 17,508호,
2023,경기,안산시  ,안산중앙예술평생교육원,언론기관부설,,153-60,경기도 안산시 단원구 중앙대로 895,유창빌딩602-2/602-1/605-1호,031-410-6002
2023,경기,안산시  ,안산천문대 평생교육원,언론기관부설,,153-60,경기도 안산시 단원구 꽃우물길 91,,031-414-3245
2023,경기,안산시  ,얼음공장아카데미 평생교육시설,언론기관부설,,152-10,경기도 안산시 상록구 중보로 47,,070-8065-7278
2023,경기,용인시  ,삼성에버랜드(주)서비스아카데미,지식·인력개발형태,,170-19,경기도 용인시 처인구 포곡읍 에버랜드로199,경험혁신아카데미,031-320-8247
2023,경기,용인시  ,(사)대한간호협회 KNA연수원,지식·인력개발형태,,170-23,경기도 용인시 처인구 낙은로76-27,,031-338-1004
2023,경기,용인시  ,현대경제연구원 인재개발원,지식·인력개발형태,,170-45,경기도 용인시 기흥구 마북로240번길 17,,02-2072-6297
2023,경기,용인시  ,신세계아카데미경기점,사업장부설,유통업체 문화센터,168-91,경기도 용인시 수지구 포은대로536,신세계아카데미 경기점,1588-1234
2023,경기,용인시  ,삼성노블카운티문화센터,사업장부설,산업체부설,168-96,경기도 용인시 기흥구 덕영대로1751,,031-208-8842
2023,경기,용인시  ,삼성인력개발원,지식·인력개발형태,,170-99,경기도 용인시 처인구 포곡읍 에버랜드로562번길 10-16,삼성인력개발원,031-320-1105
2023,경기,용인시  ,(주)대웅경영개발원,지식·인력개발형태,,170-21,경기도 용인시 처인구 포곡읍 두계로72,,031-334-2400
2023,경기,용인시  ,중소기업인력개발원,지식·인력개발형태,,170-28,경기도 용인시 처인구 원삼면 내동로14번길41,중소기업인력개발원,02-2124-4003
2023,경기,용인시  ,멀티캠퍼스 국제경영연구소,지식·인력개발형태,,171-67,경기도 용인시 기흥구 덕영대로 1732 경,우정원 127호,031-320-3013
2023,경기,용인시  ,YSM부설평생교육원,시민사회단체부설,,171-04,경기도 용인시 기흥구 민속촌로51,2층,031-8005-8632
2023,경기,용인시  ,블루키문화센터,사업장부설,유통업체 문화센터,170-74,경기도 용인시 기흥구 동백죽전대로 444,,031-679-0432
2023,경기,용인시  ,흥국생명연수원,지식·인력개발형태,,170-06,경기도 용인시 기흥구 중부대로819번길57-9,,031-284-5324
2023,경기,용인시  ,용인안전평생교육원,언론기관부설,,169-96,경기도 용인시 처인구 양지면 향교로13번길20,,031-338-9287
2023,경기,용인시  ,이마트흥덕점문화센터,사업장부설,유통업체 문화센터,171-58,경기도 용인시 기흥구 흥덕중앙로60,이마트 흥덕점 3층,031-8021-1252
2023,경기,용인시  ,동기부여원격평생교육시설,원격형태,,169-54,경기도 용인시 기흥구 동백중앙로177,1101호,031-283-0579
2023,경기,용인시  ,이마트수지점문화센터,사업장부설,유통업체 문화센터,170-06,경기도 용인시 수지구 수지로203,,031-270-1250
2023,경기,용인시  ,지구촌평생교육원,언론기관부설,,168-45,경기도 용인시 수지구 신봉1로48번길48,301호_ 302호_ 303호_ 306호,031-270-8197
2023,경기,용인시  ,스피크피아원격평생교육시설,원격형태,,168-16,경기도 용인시 처인구 모현읍 외대로 81,,
2023,경기,용인시  ,신세계인재개발평생교육원,지식·인력개발형태,,170-35,경기도 용인시 처인구 남사읍 화곡로 77,신세계인재개발원,031-330-3202
2023,경기,용인시  ,비엠데일리교육원,언론기관부설,,169-11,경기도 용인시 수지구 대지로41,1층,031-262-6669
2023,경기,용인시  ,슈퍼잉글리쉬원격평생교육원,원격형태,,168-97,경기도 용인시 기흥구 강남로 9 [ 구갈동 태평양프라자 ],5층 504호의 일부,070-4680-6579
2023,경기,용인시  ,사람과평화평생교육원,시민사회단체부설,,169-77,경기도 용인시 기흥구 갈곡로8번길11,102,031-275-0636
2023,경기,용인시  ,스카이평생교육원,언론기관부설,,169-79,경기도 용인시 수지구 현암로 132,401호,
2023,경기,용인시  ,희망창업평생교육원,언론기관부설,,168-65,경기도 용인시 수지구 푸른솔로92,,031-889-5153
2023,경기,용인시  ,안나시랭평생교육원,언론기관부설,,168-73,경기도 용인시 수지구 성복2로 17,수지골드프라자 2층 안나시랭평생교육원,070-7786-4820
2023,경기,용인시  ,롯데마트신갈점문화센터,사업장부설,유통업체 문화센터,168-60,경기도 용인시 기흥구 중부대로375,,031-442-2500
2023,경기,용인시  ,신산알버트평생교육원,언론기관부설,,170-64,경기도 용인시 기흥구 죽전로7,,031-889-6623
2023,경기,용인시  ,에이치요가평생교육원,언론기관부설,,168-97,경기도 용인시 수지구 풍덕천로122,,031-261-7799
2023,경기,용인시  ,오키드아이평생교육원,원격형태,,168-41,경기도 용인시 수지구 현암로,에코프라자 201호,
2023,경기,용인시  ,명지대학교 자연사회교육원,원격형태,,170-58,경기도 용인시 처인구 명지로 116,함박관9413호,031-324-1500
2023,경기,용인시  ,키드키즈평생교육원,원격형태,,170-58,경기도 용인시 기흥구 기흥로 58,기흥ICT밸리 B동 2902호,02-588-0115
2023,경기,용인시  ,링크앤런평생교육원,원격형태,,168-27,경기도 용인시 기흥구 강남로 9,,070-4079-7229
2023,경기,용인시  ,헬씨아이평생교육원,원격형태,,169-77,경기도 용인시 기흥구 평촌2로2번길 7-8,,031-693-7375
2023,경기,용인시  ,미듬평생교육원,원격형태,,168-64,경기도 용인시 수지구 포은대로59번길 37,B3층_ B317호(상현동_ 시그니처광교),02-582-0505
2023,경기,용인시  ,라임평생교육원,언론기관부설,,168-27,경기도 용인시 기흥구 서그내로15번길 13-13,,031-211-5026
2023,경기,용인시  ,씨엘필라테스동백평생교육원,언론기관부설,,171-03,경기도 용인시 기흥구 동백중앙로273,601호 602호,031-274-6378
2023,경기,용인시  ,차이홍스퀘어용인수지평생교육원,지식·인력개발형태,,170-06,경기도 용인시 기흥구 죽전로 7,하이프라자 401호,031-889-7215
2023,경기,용인시  ,중앙예닮학교부설평생교육원,초.중등 학교부설,중고등학교,168-97,경기도 용인시 수지구 포은대로 91-19,,070-7701-8484
2023,경기,용인시  ,칼빈대학교 원격평생교육원,원격형태,,168-63,경기도 용인시 기흥구 마북로 184,,031-270-8872
2023,경기,용인시  ,반딧불이장애인평생교육시설,시민사회단체부설,,169-11,경기도 용인시 처인구 임원로 128,2층,031-333-8191
2023,경기,용인시  ,리버티평생교육원,시민사회단체부설,,170-38,경기도 용인시 수지구 진산로11번길 2,4층,031-334-9999
2023,경기,용인시  ,김병두영어번역평생교육원,원격형태,,169-22,경기도 용인시 수지구 성복2로 158 605-1001,김병두영어번역평생교육원,
2023,경기,용인시  ,닛시필라테스평생교육원,언론기관부설,,168-28,경기도 용인시 수지구 신봉1로 175,7층 702호,031-261-2234
2023,경기,용인시  ,롯데몰수지점문화센터,사업장부설,유통업체 문화센터,168-11,경기도 용인시 수지구 성복2로 38,,031-5174-2590
2023,경기,용인시  ,용인직업전문교육원,언론기관부설,,168-47,경기도 용인시 수지구 풍덕천로 129번길 15,4층,031-896-8558
2023,경기,용인시  ,용인소상공인회관평생교육시설,지식·인력개발형태,,168-37,경기도 용인시 처인구 모현읍 문현로 348,,031-284-2070
2023,경기,용인시  ,대한365문화예술평생교육원,언론기관부설,,170-33,경기도 용인시 처인구 중부대로 1338,4층,031-335-7531
2023,경기,용인시  ,리움평생교육원,언론기관부설,,170-61,경기도 용인시 기흥구 동백중앙로 283,골드프라자 B동 705_ 706_ 707,031-281-5454
2023,경기,용인시  ,ABCD평생교육원,원격형태,,170-06,경기도 용인시 처인구 남사읍 봉무로 95,2층 일부,031-338-9949
2023,경기,용인시  ,더블유필라테스기흥보라점평생교육원,언론기관부설,,171-18,경기도 용인시 기흥구 한보라2로 15,5층,031-274-8278
2023,경기,용인시  ,더블유필라테스상현점평생교육원,언론기관부설,,170-79,경기도 용인시 수지구 만현로110,504호,031-262-5985
2023,경기,용인시  ,스낵잉글리시평생교육원,원격형태,,169-30,경기도 용인시 기흥구 강남로8,,070-7272-3829
2023,경기,용인시  ,인필라테스아카데미평생교육원,언론기관부설,,169-78,경기도 용인시 기흥구 한보라 2로 5-5,,031-285-1112
2023,경기,용인시  ,푸쉬파요가스튜디오평생교육원,언론기관부설,,170-79,경기도 용인시 수지구 현암로 107,SR프라자501,031-889-8620
2023,경기,용인시  ,필라테스디엘라수지평생교육원,언론기관부설,,168-75,경기도 용인시 수지구 풍덕천로 122(풍덕천동),303-1호,031-266-8806
2023,경기,용인시  ,SELLC평생교육원,언론기관부설,,168-41,경기도 용인시 처인구 백옥대로1068번길 1,,031-8019-7735
2023,경기,용인시  ,파샤 기구필라테스수지동천점평생교육원,언론기관부설,,168-84,경기도 용인시 수지구 문인로54번길 2,206호,031-898-1926
2023,경기,용인시  ,룩스필라테스동백백현점평생교육원,언론기관부설,,169-71,경기도 용인시 기흥구 동백7로 79,7층,031-275-8285
2023,경기,용인시  ,HRD에셋평생교육원,원격형태,,170-03,경기도 용인시 기흥구 흥덕1로 13,컴플렉스동 110A호,070-8804-7636
2023,경기,용인시  ,보니따필라테스용인흥덕점평생교육원,언론기관부설,,169-54,경기도 용인시 기흥구 흥덕중앙로 41,504호,031-213-1926
2023,경기,용인시  ,한강무인항공평생교육원,언론기관부설,,169-53,경기도 용인시 처인구 포곡읍 곡현로 170번길 13 1층 일부 포곡읍 유운리,187-1,031-332-2325
2023,경기,용인시  ,한국문화센터용인평생교육원,언론기관부설,,170-22,경기도 용인시 처인구 포곡읍 포곡로61번길 6,인정멜로디상가2층 209호,031-339-3280
2023,경기,용인시  ,써클30평생교육원,언론기관부설,,170-26,경기도 용인시 기흥구 동백중앙로 283,A동 409호,031-283-7330
2023,경기,용인시  ,고운누리평생교육원,언론기관부설,,170-06,경기도 용인시 기흥구 강남동로 6,705호,070-4401-1004
2023,경기,용인시  ,YD복지문화평생교육원,사업장부설,산업체부설,169-78,경기도 용인시 기흥구 동백중앙로 191,603호,031-8005-8987
2023,경기,용인시  ,바디홀릭필라테스수지죽전점평생교육원,언론기관부설,,170-06,경기도 용인시 수지구 현암로 135 베스트프라자,7층,031-272-9682
2023,경기,용인시  ,잉플러스교육원,원격형태,,168-76,경기도 용인시 처인구 백옥대로 1104,204호,1600-0643
2023,경기,용인시  ,중앙노동경제연구원평생교육원,지식·인력개발형태,,170-51,경기도 용인시 처인구 포곡읍 포곡로,188-18 가동 1층 일부,031-332-5840
2023,경기,용인시  ,룩스필라테스수지구청점평생교육원,언론기관부설,,168-37,경기도 용인시 수지구 풍덕천로 135,4층 401호 402호 403호,031-262-2864
2023,경기,용인시  ,세계경영평생교육원,시민사회단체부설,,168-37,경기도 용인시 처인구 백암면 고안로51번길 175-28,고등기술연구원 6층,02-6366-0090
2023,경기,용인시  ,더블유필라테스강남대점평생교육원,언론기관부설,,171-80,경기도 용인시 기흥구 강남로 7,703호_ 704호,031-274-8253
2023,경기,용인시  ,함께하는원격평생교육원,원격형태,,169-77,경기도 용인시 기흥구 동백중앙로 193,,031-893-8877
2023,경기,용인시  ,아임평생교육원,언론기관부설,,170-06,경기도 용인시 수지구 신봉1로 165,203_204호,070-7576-4606
2023,경기,용인시  ,라라필라테스 평생교육원,언론기관부설,,168-11,경기도 용인시 수지구 신봉1로 68 3층 일부(301호),,
2023,경기,용인시  ,보니따필라테스 수지신봉점 평생교육원,언론기관부설,,168-15,경기도 용인시 수지구 신봉3로 1 804호,,031-263-1926
